filename,unique_im,stim_pos_name,stim_pos,super_cat_name,super_cat,basic_cat_name,basic_cat,sub_cat_name,sub_cat,affordance_name,affordance_cat,is_specialcore,base_rot,abs_rot,rel_rot,facing_dir,rel_rot_name
faces_damonwayans_rot18.png,239,left,1,human,1,facemale,1,damon,1,greet,1,0,58,34,-24,forward,rightward
faces_damonwayans_rot24.png,240,left,1,human,1,facemale,1,damon,1,greet,1,0,58,46,-12,forward,rightward
faces_damonwayans_rot36.png,241,left,1,human,1,facemale,1,damon,1,greet,1,0,58,70,12,forward,leftward
faces_damonwayans_rot42.png,242,left,1,human,1,facemale,1,damon,1,greet,1,0,58,82,24,forward,leftward
faces_lisa_rot08.png,243,right,2,human,1,facefemale,2,lisa,2,greet,1,0,38,14,-24,sideways,rightward
faces_lisa_rot14.png,244,right,2,human,1,facefemale,2,lisa,2,greet,1,0,38,26,-12,sideways,rightward
faces_lisa_rot26.png,245,right,2,human,1,facefemale,2,lisa,2,greet,1,0,38,50,12,sideways,leftward
faces_lisa_rot32.png,246,right,2,human,1,facefemale,2,lisa,2,greet,1,0,38,62,24,sideways,leftward
faces_sophia_rot60.png,247,left,1,human,1,facefemale,2,sophia,3,greet,1,0,142,118,-24,sideways,rightward
faces_sophia_rot66.png,248,left,1,human,1,facefemale,2,sophia,3,greet,1,0,142,130,-12,sideways,rightward
faces_sophia_rot78.png,249,left,1,human,1,facefemale,2,sophia,3,greet,1,0,142,154,12,sideways,leftward
faces_sophia_rot84.png,250,left,1,human,1,facefemale,2,sophia,3,greet,1,0,142,166,24,sideways,leftward
animals_parrot_rot05.png,251,right,2,animal,2,small,1,parrot,1,greet,1,0,32,8,-24,sideways,rightward
animals_parrot_rot11.png,252,right,2,animal,2,small,1,parrot,1,greet,1,0,32,20,-12,sideways,rightward
animals_parrot_rot23.png,253,right,2,animal,2,small,1,parrot,1,greet,1,0,32,44,12,sideways,leftward
animals_parrot_rot29.png,254,right,2,animal,2,small,1,parrot,1,greet,1,0,32,56,24,sideways,leftward
animals_cat_rot57.png,255,left,1,animal,2,small,1,cat,2,greet,1,0,136,112,-24,sideways,rightward
animals_cat_rot63.png,256,left,1,animal,2,small,1,cat,2,greet,1,0,136,124,-12,sideways,rightward
animals_cat_rot75.png,257,left,1,animal,2,small,1,cat,2,greet,1,0,136,148,12,sideways,leftward
animals_cat_rot81.png,258,left,1,animal,2,small,1,cat,2,greet,1,0,136,160,24,sideways,leftward
animals_bear_rot47.png,259,right,2,animal,2,large,2,bear,3,observe,4,0,116,92,-24,forward,rightward
animals_bear_rot53.png,260,right,2,animal,2,large,2,bear,3,observe,4,0,116,104,-12,forward,rightward
animals_bear_rot65.png,261,right,2,animal,2,large,2,bear,3,observe,4,0,116,128,12,forward,leftward
animals_bear_rot71.png,262,right,2,animal,2,large,2,bear,3,observe,4,0,116,140,24,forward,leftward
animals_giraffe_rot12.png,263,left,1,animal,2,large,2,giraffe,4,observe,4,0,46,22,-24,forward,rightward
animals_giraffe_rot18.png,264,left,1,animal,2,large,2,giraffe,4,observe,4,0,46,34,-12,forward,rightward
animals_giraffe_rot30.png,265,left,1,animal,2,large,2,giraffe,4,observe,4,0,46,58,12,forward,leftward
animals_giraffe_rot36.png,266,left,1,animal,2,large,2,giraffe,4,observe,4,0,46,70,24,forward,leftward
tools_drill_rot66.png,267,right,2,object,3,tool,1,drill,1,grasp,2,0,154,130,-24,sideways,rightward
tools_drill_rot72.png,268,right,2,object,3,tool,1,drill,1,grasp,2,0,154,142,-12,sideways,rightward
tools_drill_rot84.png,269,right,2,object,3,tool,1,drill,1,grasp,2,0,154,166,12,sideways,leftward
tools_drill_rot90.png,270,right,2,object,3,tool,1,drill,1,grasp,2,0,154,178,24,sideways,leftward
tools_brush_rot02.png,271,left,1,object,3,tool,1,brush,2,grasp,2,0,26,2,-24,sideways,rightward
tools_brush_rot08.png,272,left,1,object,3,tool,1,brush,2,grasp,2,0,26,14,-12,sideways,rightward
tools_brush_rot20.png,273,left,1,object,3,tool,1,brush,2,grasp,2,0,26,38,12,sideways,leftward
tools_brush_rot26.png,274,left,1,object,3,tool,1,brush,2,grasp,2,0,26,50,24,sideways,leftward
vehicles_bus_rot21.png,275,right,2,object,3,vehicle,2,bus,3,enter,3,0,64,40,-24,forward,rightward
vehicles_bus_rot27.png,276,right,2,object,3,vehicle,2,bus,3,enter,3,0,64,52,-12,forward,rightward
vehicles_bus_rot39.png,277,right,2,object,3,vehicle,2,bus,3,enter,3,0,64,76,12,forward,leftward
vehicles_bus_rot45.png,278,right,2,object,3,vehicle,2,bus,3,enter,3,0,64,88,24,forward,leftward
vehicles_suv_rot53.png,279,left,1,object,3,vehicle,2,suv,4,enter,3,0,128,104,-24,forward,rightward
vehicles_suv_rot59.png,280,left,1,object,3,vehicle,2,suv,4,enter,3,0,128,116,-12,forward,rightward
vehicles_suv_rot71.png,281,left,1,object,3,vehicle,2,suv,4,enter,3,0,128,140,12,forward,leftward
vehicles_suv_rot77.png,282,left,1,object,3,vehicle,2,suv,4,enter,3,0,128,152,24,forward,leftward
food_pizza_rot11.png,283,right,2,food,4,manmade,1,pizza,1,grasp,2,0,44,20,-24,sideways,rightward
food_pizza_rot17.png,284,right,2,food,4,manmade,1,pizza,1,grasp,2,0,44,32,-12,sideways,rightward
food_pizza_rot29.png,285,right,2,food,4,manmade,1,pizza,1,grasp,2,0,44,56,12,sideways,leftward
food_pizza_rot35.png,286,right,2,food,4,manmade,1,pizza,1,grasp,2,0,44,68,24,sideways,leftward
food_banana_rot50.png,287,left,1,food,4,produce,2,banana,2,grasp,2,0,122,98,-24,forward,rightward
food_banana_rot56.png,288,left,1,food,4,produce,2,banana,2,grasp,2,0,122,110,-12,forward,rightward
food_banana_rot68.png,289,left,1,food,4,produce,2,banana,2,grasp,2,0,122,134,12,forward,leftward
food_banana_rot74.png,290,left,1,food,4,produce,2,banana,2,grasp,2,0,122,146,24,forward,leftward
places_gothicchurch_rot63.png,291,right,2,place,5,building,1,church,1,enter,3,0,148,124,-24,sideways,rightward
places_gothicchurch_rot69.png,292,right,2,place,5,building,1,church,1,enter,3,0,148,136,-12,sideways,rightward
places_gothicchurch_rot81.png,293,right,2,place,5,building,1,church,1,enter,3,0,148,160,12,sideways,leftward
places_gothicchurch_rot87.png,294,right,2,place,5,building,1,church,1,enter,3,0,148,172,24,sideways,leftward
places_house1_rot15.png,295,left,1,place,5,building,1,house,2,enter,3,0,52,28,-24,forward,rightward
places_house1_rot21.png,296,left,1,place,5,building,1,house,2,enter,3,0,52,40,-12,forward,rightward
places_house1_rot33.png,297,left,1,place,5,building,1,house,2,enter,3,0,52,64,12,forward,leftward
places_house1_rot39.png,298,left,1,place,5,building,1,house,2,enter,3,0,52,76,24,forward,leftward
places_watertower_rot56.png,299,right,2,place,5,building,1,watertower,3,observe,4,0,134,110,-24,forward,rightward
places_watertower_rot62.png,300,right,2,place,5,building,1,watertower,3,observe,4,0,134,122,-12,forward,rightward
places_watertower_rot74.png,301,right,2,place,5,building,1,watertower,3,observe,4,0,134,146,12,forward,leftward
places_watertower_rot80.png,302,right,2,place,5,building,1,watertower,3,observe,4,0,134,158,24,forward,leftward
