filename,unique_im,stim_pos_name,stim_pos,super_cat_name,super_cat,basic_cat_name,basic_cat,sub_cat_name,sub_cat,affordance_name,affordance_cat,is_specialcore,is_objectcatch,base_rot,abs_rot,rel_rot,facing_dir,rel_rot_name
places_gothicchurch_rot32.png,1667,right,2,place,5,building,1,church,1,enter,3,0,1,62,62,0,forward,none
places_gothicchurch_rot37.png,1668,right,2,place,5,building,1,church,1,enter,3,0,1,72,72,0,forward,none
places_gothicchurch_rot39.png,1669,right,2,place,5,building,1,church,1,enter,3,0,1,76,76,0,forward,none
places_gothicchurch_rot44.png,1670,right,2,place,5,building,1,church,1,enter,3,0,1,86,86,0,forward,none
places_gothicchurch_rot47.png,1671,right,2,place,5,building,1,church,1,enter,3,0,1,92,92,0,forward,none
places_gothicchurch_rot54.png,1672,right,2,place,5,building,1,church,1,enter,3,0,1,106,106,0,forward,none
places_gothicchurch_rot55.png,1673,right,2,place,5,building,1,church,1,enter,3,0,1,108,108,0,forward,none
places_gothicchurch_rot56.png,1674,right,2,place,5,building,1,church,1,enter,3,0,1,110,110,0,forward,none
places_house1_rot01.png,1675,left,1,place,5,building,1,house,2,enter,3,0,1,0,0,0,sideways,none
places_house1_rot04.png,1676,left,1,place,5,building,1,house,2,enter,3,0,1,6,6,0,sideways,none
places_house1_rot07.png,1677,left,1,place,5,building,1,house,2,enter,3,0,1,12,12,0,sideways,none
places_house1_rot12.png,1678,left,1,place,5,building,1,house,2,enter,3,0,1,22,22,0,sideways,none
places_house1_rot15.png,1679,left,1,place,5,building,1,house,2,enter,3,0,1,28,28,0,sideways,none
places_house1_rot16.png,1680,left,1,place,5,building,1,house,2,enter,3,0,1,30,30,0,sideways,none
places_house1_rot17.png,1681,left,1,place,5,building,1,house,2,enter,3,0,1,32,32,0,sideways,none
places_house1_rot20.png,1682,left,1,place,5,building,1,house,2,enter,3,0,1,38,38,0,sideways,none
places_house1_rot23.png,1683,left,1,place,5,building,1,house,2,enter,3,0,1,44,44,0,sideways,none
places_house1_rot52.png,1684,left,1,place,5,building,1,house,2,enter,3,0,1,102,102,0,forward,none
places_house1_rot54.png,1685,left,1,place,5,building,1,house,2,enter,3,0,1,106,106,0,forward,none
places_house1_rot56.png,1686,left,1,place,5,building,1,house,2,enter,3,0,1,110,110,0,forward,none
places_house1_rot57.png,1687,left,1,place,5,building,1,house,2,enter,3,0,1,112,112,0,forward,none
places_house1_rot62.png,1688,left,1,place,5,building,1,house,2,enter,3,0,1,122,122,0,forward,none
places_house1_rot66.png,1689,left,1,place,5,building,1,house,2,enter,3,0,1,130,130,0,forward,none
places_house1_rot72.png,1690,left,1,place,5,building,1,house,2,enter,3,0,1,142,142,0,sideways,none
places_house1_rot76.png,1691,left,1,place,5,building,1,house,2,enter,3,0,1,150,150,0,sideways,none
places_house1_rot79.png,1692,left,1,place,5,building,1,house,2,enter,3,0,1,156,156,0,sideways,none
places_watertower_rot01.png,1693,right,2,place,5,building,1,watertower,3,observe,4,0,1,0,0,0,sideways,none
places_watertower_rot06.png,1694,right,2,place,5,building,1,watertower,3,observe,4,0,1,10,10,0,sideways,none
places_watertower_rot08.png,1695,right,2,place,5,building,1,watertower,3,observe,4,0,1,14,14,0,sideways,none
places_watertower_rot18.png,1696,right,2,place,5,building,1,watertower,3,observe,4,0,1,34,34,0,sideways,none
places_watertower_rot20.png,1697,right,2,place,5,building,1,watertower,3,observe,4,0,1,38,38,0,sideways,none
places_watertower_rot22.png,1698,right,2,place,5,building,1,watertower,3,observe,4,0,1,42,42,0,sideways,none
places_watertower_rot26.png,1699,right,2,place,5,building,1,watertower,3,observe,4,0,1,50,50,0,forward,none
places_watertower_rot29.png,1700,right,2,place,5,building,1,watertower,3,observe,4,0,1,56,56,0,forward,none
places_watertower_rot32.png,1701,right,2,place,5,building,1,watertower,3,observe,4,0,1,62,62,0,forward,none
places_watertower_rot33.png,1702,right,2,place,5,building,1,watertower,3,observe,4,0,1,64,64,0,forward,none
places_watertower_rot39.png,1703,right,2,place,5,building,1,watertower,3,observe,4,0,1,76,76,0,forward,none
places_watertower_rot45.png,1704,right,2,place,5,building,1,watertower,3,observe,4,0,1,88,88,0,forward,none
places_watertower_rot48.png,1705,right,2,place,5,building,1,watertower,3,observe,4,0,1,94,94,0,forward,none
places_watertower_rot59.png,1706,right,2,place,5,building,1,watertower,3,observe,4,0,1,116,116,0,forward,none
places_watertower_rot60.png,1707,right,2,place,5,building,1,watertower,3,observe,4,0,1,118,118,0,forward,none
places_watertower_rot63.png,1708,right,2,place,5,building,1,watertower,3,observe,4,0,1,124,124,0,forward,none
places_watertower_rot67.png,1709,right,2,place,5,building,1,watertower,3,observe,4,0,1,132,132,0,forward,none
places_watertower_rot68.png,1710,right,2,place,5,building,1,watertower,3,observe,4,0,1,134,134,0,forward,none
